sample-0|O título de página solicitado contém carateres inválidos.
sample-5683|Sei que amanhã atingiremos a meta proposta.
sample-5684|Nosso telefone está mudo.
sample-5685|Desculpe se te chamo de velho.
sample-5686|Queremos discutir o orçamento.
sample-5687|Ela não tem fome quando sai de casa.
sample-5688|Uma índia andava na floresta.
sample-5689|Zeca, corra bem rápido para casa.
sample-5690|Neste caso, dormirei tranquilo.
sample-5691|João deu dinheiro para seu pai comprar um jogo.
sample-5692|Ainda faltam seis minutos.
sample-5693|Ela seguia discretamente.
sample-5694|Eu vi logo a índia Joana e o Léo.
sample-5695|João caminhou na praia cahna.
sample-5696|Vi Zé fazer essas viagens seis vezes.
sample-5697|O atabaque do Tito é coberto com pele de gato
sample-5698|Ele dorme num leito de palha.
sample-5699|Paira um ar de arara amarela no Rio.
sample-5700|Foi muito difícil entender a canção de natal.
sample-5701|Depois do almoço te encontro pro chá.
sample-5702|Esses são nossos timezinhos.
sample-5703|Procurei Maria em casa.
sample-5704|A pesca é proibida nesse canto.
sample-5705|Quero te ver bem quando ele voltar lá.
sample-5706|Tenho muito orgulho de nossa gente.
sample-5707|O inspetor faz a vistoria completa.
sample-5708|Ainda não se sabe o dia da prova.
sample-5709|Será muito dificil conseguir que eu coma.
sample-5710|A paixão dele é a natureza.
sample-5711|Você quer me dizer a data?
sample-5712|Desculpe, mas me atrasei no casamento.
sample-5713|Faz um desvio em direção ao mar.
sample-5714|O velho tigre ainda aceita combate.
sample-5715|É hora do homem se humanizar mais.
sample-5716|Ela ficou na fazenda por uma hora.
sample-5717|Seu crime foi encoberto pelo capataz.
sample-5718|A escuridão do quarto assustou a criança.
sample-5719|Hoje, eu não pude fazer minha ginástica.
sample-5720|Comer quindim é sempre uma boa pedida.
sample-5721|Hoje irei precisar de você.
sample-5722|Sem ele o tempo flui num ritmo suave.
sample-5723|A sujeira lançada no rio contamina os peixes.
sample-5724|O jogo será transmitido à tarde.
sample-5725|É possível que ele já esteja fora de perigo.
sample-5726|A explicação pode ser encontrada na tese.
sample-5727|Meu vôo tinha sido marcado para as cinco horas
sample-5728|Daqui a pouco a gente vai ao baile.
sample-5729|Estou certo que mereço a atenção dela.
sample-5730|Era um belo enfeite todo de palha.
sample-5731|O comércio daqui é bem tranquilo.
sample-5732|É a minha chance de esclarecer a notícia.
sample-5733|A visita transfomou-se numa reunião.
sample-5734|O cenário da história é um subúrbio da cidade.
sample-5735|Eu tenho uma ótima razão pra festejar.
sample-5736|A pequena nave medirá o campo magnético.
sample-5737|O prêmio será entregue na sessão solene.
sample-5738|A ação se passa numa cidade cahna.
sample-5739|Ela e seu namorado chato saem do carro.
sample-5740|O adiantamento surpreendeu a mim e a todos.
sample-5741|A gente sempre colhe o que plantou.
sample-5742|Aqui é onde existe a flor mais interessante.
sample-5743|A corrida de inverno foi uma alegria.
sample-5744|Esse empreendimento terá grande sucesso.
sample-5745|A feira livre não funcionará amanhã.
sample-5746|Fumar é prejudicial à saúde e é feio.
sample-5747|Entre com seu velho código e o número da conta
sample-5748|Reflita antes e discuta depois.
sample-5749|A aula dele é bastante charmosa.
sample-5750|Usar mais aditivo pode ser desastroso.
sample-5751|O clima não é mau em Calcutá.
sample-5752|A locomotiva vem com mais carga.
sample-5753|Ainda é uma boa temporada para o cinema.
sample-5754|Os maiores picos da Terra ficam debaixo da água.
sample-5755|A inauguração da vila é quarta ou quinta-feira.
sample-5756|Vote se você tiver o título de eleitor.
sample-5757|Hoje é fundamental encontrar a razão da existência humana.
sample-5758|A temperatura é mais amena à noite.
sample-5759|Em muitas cidades a população está diminuindo.
sample-5760|Nunca se deve ficar em cima do morro.
sample-5761|Para as pessoas estranhas o panorama é desolador.
sample-5762|É bom te ver colhendo flores, menino!
sample-5763|Eu finjo me banhar num lago ao amanhecer.
sample-5764|É de fundamental importância encontrar uma solução comum.
sample-5765|A previsão é de muito nevoeiro no Rio.
sample-5766|Os móveis virão as cinco da tarde.
sample-5767|O barraco pode desabar em algumas horas.
sample-5768|O candidato falou como se já estivesse eleito.
sample-5769|A idéia é falha, mas interessante.
sample-5770|O dia está bom pra passear de navio.
sample-5771|Minha correpondência me espera em casa.
sample-5772|A saída pra crise dele é o diálogo.
sample-5773|Finalmente São Pedro chamou o mau tempo.
sample-5774|Um casal de gatos come no telhado.
sample-5775|A cantora foi apresentar um grande sucesso.
sample-5776|Lá é um lugar ótimo pra tomar uns chopinhos.
sample-5777|O musical consumiu quatro meses da vida da gente.
sample-5778|O baile começa após às nove horas.
sample-5779|Apesar desse resultado tomarei uma decisão.
sample-5780|A verdade não poupa nem as celebridades.
sample-5781|O frio deve diminuir ainda este ano.
sample-5782|O vão da plataforma é estreito.
sample-5783|Infelizmente não fui a ginástica.
sample-5784|Os meninos prenderam um filhote de tigre.
sample-5785|A bolsa de valores está em alta.
sample-5786|O congresso volta atrás em sua palavra.
sample-5787|A médica receitou que eles mudassem de clima.
sample-5788|Não é permitido fumar no interior do ônibus.
sample-5789|A garota foi presa naquela noite.
sample-5790|O prato do dia é couve no tempero.
sample-5791|Eu viajarei a Belém amanhã.
sample-5792|A balsa é o meio de transporte daqui.
sample-5793|A apresentação foi cancelada por causa da chuva.
sample-5794|O grêmio ganhou uma quadra de esportes.
sample-5795|Hoje irei à vila sem meu filho.
sample-5796|Essa chuva não ocorre mais todo ano.
sample-5797|Será bom que ele estude o assunto.
sample-5798|O menu inclui um prato muito saboroso.
sample-5799|Podia dizer as horas por gentileza?
sample-5800|A casa é enfeitada com rosas.
sample-5801|A Terra é farta mas não infinita.
sample-5802|O sinal emitido é captado pelos receptores.
sample-5803|A mensalidade aumentou mais que a inflação.
sample-5804|O tele-jornal começa às dez da noite.
sample-5805|A cabine do telefone fica na próxima rua.
sample-5806|Defender a ecologia é manter a vida.
sample-5807|Nesse verão o calor é insuportável.
sample-5808|O jardim exige muito trabalho.
sample-5809|O pão que eu comprei era ótimo.
sample-5810|Meu pai se entenderá com o padre chato amanhã
sample-5811|Durante o dia apague a luz.
sample-5812|A sociedade uruguaia tem que se mobilizar.
sample-5813|Nossas atitudes são calmas.
sample-5814|Dezenas de cabos buscavam apoio eleitoral.
sample-5815|Nunca uma vitória foi paga com tanto suor.
sample-5816|Nosso filho ama os animais.
sample-5817|Esse peixe é mais letal que algumas cobras.
sample-5818|O time continua lutando pelo sucesso.
sample-5819|Essa medida foi devidamente alterada.
sample-5820|O estilete é uma arma perigosa.
sample-5821|Me aguarde, quinta-feira eu venho jantar em casa.
sample-5822|A mudança é lenta porém duradoura.
sample-5823|O clima não é mais seco no interior.
sample-5824|Sua sensibilidade mostrará o caminho.
sample-5825|A Amazônia é a reserva ecológica do globo.
sample-5826|O ministério mudou demais com a eleição.
sample-5827|Novas metas surgem na informática.
sample-5828|O capital de uma empresa depende de produção.
sample-5829|Se não fosse ela, tudo teria sido melhor.
sample-5830|A principal personagem no filme é uma gueixa.
sample-5831|Espere seu amigo em casa.
sample-5832|A juventude tinha que revolucionar a escola.
sample-5833|A cantora terá quatro meses pra ensaiar seu canto.
sample-5834|Prazer em conhecê- los.
sample-5835|Elas traziam o equipamento.
sample-5836|O sol ilumina dez planetas.
sample-5837|A correção do exame foi coerente.
sample-5838|O vidro é antigo mas o armário, não.
sample-5839|O natal deve ser um dia alegre.
sample-5840|Trabalhei mais do que podia.
sample-5841|Hoje eu acordei calmo.
sample-5842|Esse canal parece bastante chato.
sample-5843|Nem parece que nós nascemos aqui.
sample-5844|Receba minha prima na festa.
sample-5845|Ela planejou um grande banquete cheio de gente.
sample-5846|No lado de cá do rio há uma boa sombra.
sample-5847|A maioria dos visitantes gosta deste momento.
sample-5848|Minha filha é especialista em música sacra.
sample-5849|A casa só tem um quarto.
sample-5850|A duração do simpósio é de cinco dias.
sample-5851|Ao contrário de nossa expectativa, tudo foi tranquilo
sample-5852|A intenção é ter o apoio do governante.
sample-5853|A fila aumentou ao longo do dia.
sample-5854|À noite, a temperatura deve ir a zero.
sample-5855|A proposta foi inspecionada pela gerência.
sample-5856|Os quadros azuis mostram o codidiano.
sample-5857|Já era tarde, quando ele me abordou.
sample-5858|O canário canta ao amanhecer.
sample-5859|A lojinha não fica na esquina.
sample-5860|Meu bom time se consagrou como o melhor.
sample-5861|O instituto deve servir a sua meta.
sample-5862|Ele não entende, nem quando se fala pausadamente.
sample-5863|Seu limite do cheque azul foi aumentado
sample-5864|O termômetro indicava o calor.
sample-5865|O discurso de abertura tem que ser longo.
sample-5866|Eu precisei de tempo na conferência.
sample-5867|Zeca marcou a temporada de jogos.
sample-5868|Nada como um almoço ao ar livre.
sample-5869|Nossa filha é a primeira da classe.
sample-5870|Gostaria de chamar meu pai.
sample-5871|Não tive uma prova cansativa.
sample-5872|Ainda tenho cinco telefonemas pra dar.
sample-5873|Os hotéis do sudoeste são fantásticos.
sample-5874|Esta Igreja Britânica se desenvolveu então isolada de Roma, sob a influência de missionários da Irlanda, e se centrava nos mosteiros.
